id	student_id	username	first_name	last_name	age	grade	birthday	email
2024315	2024315	stu2024315	Gregory	Petek	8	4	2017-01-01	stu2024315@school.net
2024316	2024316	stu2024316	Thomas	Petek	9	5	2016-01-01	stu2024316@school.net
2024317	2024317	stu2024317	Mark	Regowski	10	6	2015-01-01	stu2024317@school.net
2024318	2024318	stu2024318	Randall	Bolinger	11	7	2014-01-01	stu2024318@school.net
2024319	2024319	stu2024319	Eric	Larson	12	8	2013-01-01	stu2024319@school.net
2024320	2024320	stu2024320	Steven	Larson	13	9	2012-01-01	stu2024320@school.net
2024321	2024321	stu2024321	Carter	Bratton	14	10	2011-01-01	stu2024321@school.net
2024322	2024322	stu2024322	Rotem	Mathias	15	11	2010-01-01	stu2024322@school.net
2024323	2024323	stu2024323	Erick	Johnson	16	12	2009-01-01	stu2024323@school.net
2024324	2024324	stu2024324	Jacob	Wetterling	17	13	2008-01-01	stu2024324@school.net
2024325	2024325	stu2024325	Tom	Daley	5	1	2020-01-01	stu2024325@school.net
2024326	2024326	stu2024326	Tom	Danley	6	2	2019-01-01	stu2024326@school.net
2024327	2024327	stu2024327	Brig	Miller	7	3	2018-01-01	stu2024327@school.net
2024328	2024328	stu2024328	Dillon	Weisler	8	4	2017-01-01	stu2024328@school.net
2024329	2024329	stu2024329	Jaden	Henline	9	5	2016-01-01	stu2024329@school.net
2024330	2024330	stu2024330	Ryan	McManus	10	6	2015-01-01	stu2024330@school.net
2024331	2024331	stu2024331	Jacob	Miracle	11	7	2014-01-01	stu2024331@school.net
2024332	2024332	stu2024332	Aiden	Bryant	12	8	2013-01-01	stu2024332@school.net
2024333	2024333	stu2024333	Bo	Folger	13	9	2012-01-01	stu2024333@school.net
2024334	2024334	stu2024334	Tyler	Folger	14	10	2011-01-01	stu2024334@school.net
2024335	2024335	stu2024335	Lucas	Folger	15	11	2010-01-01	stu2024335@school.net
2024336	2024336	stu2024336	Cort	Oregon	16	12	2009-01-01	stu2024336@school.net
2024337	2024337	stu2024337	David	Whitewolf	17	13	2008-01-01	stu2024337@school.net
2024338	2024338	stu2024338	Ralph	Marachio	5	1	2020-01-01	stu2024338@school.net
2024339	2024339	stu2024339	Devon	Sawa	6	2	2019-01-01	stu2024339@school.net
2024340	2024340	stu2024340	Greg	Xenon	7	3	2018-01-01	stu2024340@school.net
2024341	2024341	stu2024341	Robert	Irwin	8	4	2017-01-01	stu2024341@school.net
2024342	2024342	stu2024342	Drilon	Sadiku	9	5	2016-01-01	stu2024342@school.net
2024343	2024343	stu2024343	Drin	Sadiku	10	6	2015-01-01	stu2024343@school.net
2024344	2024344	stu2024344	Lucas	Wallencheck	11	7	2014-01-01	stu2024344@school.net
2024345	2024345	stu2024345	Brian	Clouds	12	8	2013-01-01	stu2024345@school.net
2024346	2024346	stu2024346	Charlie	Bandan	13	9	2012-01-01	stu2024346@school.net
2024347	2024347	stu2024347	Tyler	VA	14	10	2011-01-01	stu2024347@school.net
2024348	2024348	stu2024348	Grayson	DC	15	11	2010-01-01	stu2024348@school.net
2024349	2024349	stu2024349	Tanner	VA	16	12	2009-01-01	stu2024349@school.net
2024350	2024350	stu2024350	Taylor	Starr	17	13	2008-01-01	stu2024350@school.net
2024351	2024351	stu2024351	Hunter	Starr	5	1	2020-01-01	stu2024351@school.net
2024352	2024352	stu2024352	Thomas	Tex	6	2	2019-01-01	stu2024352@school.net
2024353	2024353	stu2024353	Robert	Burroughs	7	3	2018-01-01	stu2024353@school.net
2024354	2024354	stu2024354	David	Anthony	8	4	2017-01-01	stu2024354@school.net
2024355	2024355	stu2024355	William	Blakeney	9	5	2016-01-01	stu2024355@school.net
2024356	2024356	stu2024356	Philip	Model	10	6	2015-01-01	stu2024356@school.net
2024357	2024357	stu2024357	Scott	Allen	12	8	2013-01-01	stu2024357@school.net
2024358	2024358	stu2024358	Scott	Drummond	13	9	2012-01-01	stu2024358@school.net
2024359	2024359	stu2024359	Ron	Drummond	14	10	2011-01-01	stu2024359@school.net
2024360	2024360	stu2024360	Brett	Klauss	15	11	2010-01-01	stu2024360@school.net
2024361	2024361	stu2024361	Jason	Klauss	16	12	2009-01-01	stu2024361@school.net
2024362	2024362	stu2024362	Zach	Garner	17	13	2008-01-01	stu2024362@school.net
2024363	2024363	stu2024363	Keegan	Garner	5	1	2020-01-01	stu2024363@school.net
2024364	2024364	stu2024364	Zach	Mesinko	6	2	2019-01-01	stu2024364@school.net
2024365	2024365	stu2024365	Adam	Mesinko	7	3	2018-01-01	stu2024365@school.net
2024366	2024366	stu2024366	Danny	Chambers	8	4	2017-01-01	stu2024366@school.net
2024367	2024367	stu2024367	Danny	Honeycutt	9	5	2016-01-01	stu2024367@school.net
2024368	2024368	stu2024368	Danny	Winton	10	6	2015-01-01	stu2024368@school.net
2024369	2024369	stu2024369	Lars	Eckburg	11	7	2014-01-01	stu2024369@school.net
2024370	2024370	stu2024370	Duke	Gains	12	8	2013-01-01	stu2024370@school.net
2024371	2024371	stu2024371	Jeff	Mohler	13	9	2012-01-01	stu2024371@school.net
2024372	2024372	stu2024372	Andrew	Mohler	14	10	2011-01-01	stu2024372@school.net
2024373	2024373	stu2024373	Nathan	Mohler	15	11	2010-01-01	stu2024373@school.net
2024374	2024374	stu2024374	Jacob	Mohler	16	12	2009-01-01	stu2024374@school.net
2024375	2024375	stu2024375	Martin	Mohler	17	13	2008-01-01	stu2024375@school.net
2024376	2024376	stu2024376	Randall	Mohler	5	1	2020-01-01	stu2024376@school.net
2024377	2024377	stu2024377	Jeremy	Reeder	6	2	2019-01-01	stu2024377@school.net
2024378	2024378	stu2024378	Ben	Hawley	7	3	2018-01-01	stu2024378@school.net
2024379	2024379	stu2024379	Joshua	Robb	8	4	2017-01-01	stu2024379@school.net
2024380	2024380	stu2024380	JJ	Robb	9	5	2016-01-01	stu2024380@school.net
2024381	2024381	stu2024381	Joey	Robb	10	6	2015-01-01	stu2024381@school.net
2024382	2024382	stu2024382	Ilia	Malinin	11	7	2014-01-01	stu2024382@school.net
2024383	2024383	stu2024383	Simon	Brown	12	8	2013-01-01	stu2024383@school.net
2024384	2024384	stu2024384	Tyler	Kobel	13	9	2012-01-01	stu2024384@school.net
2024385	2024385	stu2024385	Mario	Roulette	14	10	2011-01-01	stu2024385@school.net
2024386	2024386	stu2024386	Rick	Dancer	15	11	2010-01-01	stu2024386@school.net
2024387	2024387	stu2024387	Gabriel	Silva	16	12	2009-01-01	stu2024387@school.net
2024388	2024388	stu2024388	Joshua	Kontour	17	13	2008-01-01	stu2024388@school.net
2024389	2024389	stu2024389	Evan	Kontour	5	1	2020-01-01	stu2024389@school.net
2024390	2024390	stu2024390	Joshua	Dundr	6	2	2019-01-01	stu2024390@school.net
2024391	2024391	stu2024391	David	Merk	7	3	2018-01-01	stu2024391@school.net
2024392	2024392	stu2024392	Charles	Ridley	8	4	2017-01-01	stu2024392@school.net
2024393	2024393	stu2024393	Johnathan	Ridley	9	5	2016-01-01	stu2024393@school.net
2024394	2024394	stu2024394	Paul	Ridley	10	6	2015-01-01	stu2024394@school.net
2024395	2024395	stu2024395	Michael	Slayton	11	7	2014-01-01	stu2024395@school.net
2024396	2024396	stu2024396	Christian	Slayton	12	8	2013-01-01	stu2024396@school.net
2024397	2024397	stu2024397	Levi	McCoaughey	13	9	2012-01-01	stu2024397@school.net
2024398	2024398	stu2024398	Livingston	McConaughey	14	10	2011-01-01	stu2024398@school.net
2024399	2024399	stu2024399	William	Vance	15	11	2010-01-01	stu2024399@school.net
2024400	2024400	stu2024400	Andrew	Miller	16	12	2009-01-01	stu2024400@school.net
2024401	2024401	stu2024401	Bradley	Little	17	13	2008-01-01	stu2024401@school.net
2024402	2024402	stu2024402	Curtis	Post	5	1	2020-01-01	stu2024402@school.net
2024403	2024403	stu2024403	Scout	Beachovich	6	2	2019-01-01	stu2024403@school.net
2024404	2024404	stu2024404	Deven	Jackson	7	3	2018-01-01	stu2024404@school.net
2024405	2024405	stu2024405	Casey	Likes	8	4	2017-01-01	stu2024405@school.net
2024406	2024406	stu2024406	Eitan	Yahalomi	9	5	2016-01-01	stu2024406@school.net
2024407	2024407	stu2024407	Rizkallah	Saliba	10	6	2015-01-01	stu2024407@school.net
2024408	2024408	stu2024408	Austin	Saliba	11	7	2014-01-01	stu2024408@school.net
2024409	2024409	stu2024409	David	Saliba	12	8	2013-01-01	stu2024409@school.net
2024410	2024410	stu2024410	Neil	Rutter	13	9	2012-01-01	stu2024410@school.net
2024411	2024411	stu2024411	John	Skyview	14	10	2011-01-01	stu2024411@school.net
2024412	2024412	stu2024412	Timothy	Bair	15	11	2010-01-01	stu2024412@school.net
2024413	2024413	stu2024413	David	Bair	16	12	2009-01-01	stu2024413@school.net
2024414	2024414	stu2024414	Michael	Weber	17	13	2008-01-01	stu2024414@school.net
2024415	2024415	stu2024415	Dean	Howard	5	1	2020-01-01	stu2024415@school.net
2024416	2024416	stu2024416	Brandon	DelToro	6	2	2019-01-01	stu2024416@school.net
2024417	2024417	stu2024417	Aaron	Favri	7	3	2018-01-01	stu2024417@school.net
2024418	2024418	stu2024418	Carson	Glasier	8	4	2017-01-01	stu2024418@school.net
2024419	2024419	stu2024419	Connor	Glasier	9	5	2016-01-01	stu2024419@school.net
2024420	2024420	stu2024420	Marty	Sampson	10	6	2015-01-01	stu2024420@school.net
2024421	2024421	stu2024421	Mason	Sampson	11	7	2014-01-01	stu2024421@school.net
2024423	2024423	stu2024423	Hunter	Ebie	13	9	2012-01-01	stu2024423@school.net
20240429	20240429	stu20240429	Ethan	McCaw	14	10	2011-01-01	stu20240429@school.net
20240430	20240430	stu20240430	Brady	Procon	15	11	2010-01-01	stu20240430@school.net
20240431	20240431	stu20240431	Jack	Holm	16	12	2009-01-01	stu20240431@school.net
20240432	20240432	stu20240432	Benjamin	McCaw	17	13	2008-01-01	stu20240432@school.net
20240433	20240433	stu20240433	Gia	Frenchboy-Normandy	5	1	2020-01-01	stu20240433@school.net
20240438	20240438	stu20240438	Luke	Bowers	6	2	2019-01-01	stu20240438@school.net
20240439	20240439	stu20240439	Riley	Burr	7	3	2018-01-01	stu20240439@school.net
20240440	20240440	stu20240440	Aiden	Burr	8	4	2017-01-01	stu20240440@school.net
20240441	20240441	stu20240441	Isiah	Monville	9	5	2016-01-01	stu20240441@school.net
2025000	stu2025000	stu2025000	James	Davis	6	1	2018-01-11	stu2025000@school.net
2025001	stu2025001	stu2025001	Liam	Smith	6	1	2018-09-04	stu2025001@school.net
2025002	stu2025002	stu2025002	Elijah	Davis	6	1	2018-09-19	stu2025002@school.net
2025003	stu2025003	stu2025003	Noah	Davis	6	1	2018-09-05	stu2025003@school.net
2025004	stu2025004	stu2025004	Liam	Smith	6	1	2018-06-04	stu2025004@school.net
2025005	stu2025005	stu2025005	Noah	Rodriguez	6	1	2018-11-28	stu2025005@school.net
2025006	stu2025006	stu2025006	William	Johnson	6	1	2018-06-27	stu2025006@school.net
2025007	stu2025007	stu2025007	Levi	Williams	6	1	2018-03-11	stu2025007@school.net
2025008	stu2025008	stu2025008	Benjamin	Williams	6	1	2018-10-19	stu2025008@school.net
2025009	stu2025009	stu2025009	Henry	Jones	6	1	2018-07-11	stu2025009@school.net
2025010	stu2025010	stu2025010	Michael	Jones	6	1	2018-01-24	stu2025010@school.net
2025011	stu2025011	stu2025011	Liam	Smith	6	1	2018-05-05	stu2025011@school.net
2025012	stu2025012	stu2025012	Alexander	Miller	6	1	2018-10-27	stu2025012@school.net
2025013	stu2025013	stu2025013	Daniel	Rodriguez	6	1	2018-12-23	stu2025013@school.net
2025014	stu2025014	stu2025014	Owen	Tanaka	6	1	2018-12-30	stu2025014@school.net
2025015	stu2025015	stu2025015	Asher	Davis	6	1	2018-09-08	stu2025015@school.net
2025016	stu2025016	stu2025016	Owen	Garcia	6	1	2018-11-23	stu2025016@school.net
2025017	stu2025017	stu2025017	Oliver	Smith	6	1	2018-09-28	stu2025017@school.net
2025018	stu2025018	stu2025018	Benjamin	Miller	6	1	2018-05-03	stu2025018@school.net
2025019	stu2025019	stu2025019	Benjamin	Garcia	6	1	2018-05-17	stu2025019@school.net
2025020	stu2025020	stu2025020	Ethan	Davis	6	1	2018-04-18	stu2025020@school.net
2025021	stu2025021	stu2025021	Jack	Williams	6	1	2018-01-06	stu2025021@school.net
2025022	stu2025022	stu2025022	Ethan	Jones	6	1	2018-10-19	stu2025022@school.net
2025023	stu2025023	stu2025023	Asher	Miller	6	1	2018-03-03	stu2025023@school.net
2025024	stu2025024	stu2025024	Levi	Davis	6	1	2018-06-05	stu2025024@school.net
2025025	stu2025025	stu2025025	Liam	Miller	6	1	2018-09-21	stu2025025@school.net
2025026	stu2025026	stu2025026	Jack	Chen	6	1	2018-07-15	stu2025026@school.net
2025027	stu2025027	stu2025027	Owen	Williams	6	1	2018-01-12	stu2025027@school.net
2025028	stu2025028	stu2025028	Sebastian	Smith	6	1	2018-07-21	stu2025028@school.net
2025029	stu2025029	stu2025029	Michael	Rodriguez	6	1	2018-04-23	stu2025029@school.net
2025030	stu2025030	stu2025030	Benjamin	Jones	6	1	2018-11-08	stu2025030@school.net
2025031	stu2025031	stu2025031	Benjamin	Davis	6	1	2018-11-17	stu2025031@school.net
2025032	stu2025032	stu2025032	Daniel	Williams	6	1	2018-07-27	stu2025032@school.net
2025033	stu2025033	stu2025033	Elijah	Williams	6	1	2018-06-15	stu2025033@school.net
2025034	stu2025034	stu2025034	Noah	Rodriguez	6	1	2018-11-14	stu2025034@school.net
2025035	stu2025035	stu2025035	Mateo	Wilson	6	1	2018-10-25	stu2025035@school.net
2025036	stu2025036	stu2025036	Oliver	Garcia	6	1	2018-09-11	stu2025036@school.net
2025037	stu2025037	stu2025037	Sebastian	Brown	6	1	2018-09-09	stu2025037@school.net
2025038	stu2025038	stu2025038	Liam	Popov	6	1	2018-10-09	stu2025038@school.net
2025039	stu2025039	stu2025039	Mateo	Almeida	6	1	2018-04-23	stu2025039@school.net
2025040	stu2025040	stu2025040	James	Miller	6	1	2018-12-02	stu2025040@school.net
2025041	stu2025041	stu2025041	William	Smith	6	1	2018-02-06	stu2025041@school.net
2025042	stu2025042	stu2025042	Jack	Smith	6	1	2018-12-26	stu2025042@school.net
2025043	stu2025043	stu2025043	William	Miller	6	1	2018-03-16	stu2025043@school.net
2025044	stu2025044	stu2025044	Benjamin	Jones	6	1	2018-05-24	stu2025044@school.net
2025045	stu2025045	stu2025045	Elijah	Garcia	6	1	2018-09-23	stu2025045@school.net
2025046	stu2025046	stu2025046	Henry	Miller	6	1	2018-01-28	stu2025046@school.net
2025047	stu2025047	stu2025047	Ethan	Rodriguez	6	1	2018-01-23	stu2025047@school.net
2025048	stu2025048	stu2025048	Levi	Jones	6	1	2018-07-27	stu2025048@school.net
2025049	stu2025049	stu2025049	Henry	Rodriguez	6	1	2018-12-02	stu2025049@school.net
2025050	stu2025050	stu2025050	Mateo	Miller	6	1	2018-01-06	stu2025050@school.net
2025051	stu2025051	stu2025051	Alexander	Rodriguez	6	1	2018-05-05	stu2025051@school.net
2025052	stu2025052	stu2025052	Jack	Hernandez	6	1	2018-10-20	stu2025052@school.net
2025053	stu2025053	stu2025053	Ethan	Johnson	6	1	2018-11-08	stu2025053@school.net
2025054	stu2025054	stu2025054	Jack	Johnson	6	1	2018-05-26	stu2025054@school.net
2025055	stu2025055	stu2025055	Asher	Brown	6	1	2018-03-21	stu2025055@school.net
2025056	stu2025056	stu2025056	Owen	Chen	6	1	2018-04-18	stu2025056@school.net
2025057	stu2025057	stu2025057	Mateo	Garcia	6	1	2018-01-24	stu2025057@school.net
2025058	stu2025058	stu2025058	Owen	Brown	6	1	2018-12-23	stu2025058@school.net
2025059	stu2025059	stu2025059	Lucas	Davis	6	1	2018-10-29	stu2025059@school.net
2025060	stu2025060	stu2025060	Liam	Johnson	6	1	2018-11-20	stu2025060@school.net
2025061	stu2025061	stu2025061	Alexander	Miller	6	1	2018-06-10	stu2025061@school.net
2025062	stu2025062	stu2025062	Levi	Kim	6	1	2018-07-07	stu2025062@school.net
2025063	stu2025063	stu2025063	Alexander	Rodriguez	6	1	2018-10-17	stu2025063@school.net
2025064	stu2025064	stu2025064	Jacob	Johnson	6	1	2018-01-24	stu2025064@school.net
2025065	stu2025065	stu2025065	Daniel	Jones	6	1	2018-05-16	stu2025065@school.net
2025066	stu2025066	stu2025066	Liam	Brown	6	1	2018-04-16	stu2025066@school.net
2025067	stu2025067	stu2025067	Owen	Miller	6	1	2018-12-31	stu2025067@school.net
2025068	stu2025068	stu2025068	Liam	Johnson	6	1	2018-07-11	stu2025068@school.net
2025069	stu2025069	stu2025069	Alexander	Garcia	6	1	2018-03-22	stu2025069@school.net
2025070	stu2025070	stu2025070	Asher	Smith	6	1	2018-05-07	stu2025070@school.net
2025071	stu2025071	stu2025071	Noah	Jones	6	1	2018-10-18	stu2025071@school.net
2025072	stu2025072	stu2025072	Daniel	Wilson	6	1	2018-02-16	stu2025072@school.net
2025073	stu2025073	stu2025073	Daniel	Rodriguez	6	1	2018-03-02	stu2025073@school.net
2025074	stu2025074	stu2025074	Ethan	Miller	6	1	2018-06-27	stu2025074@school.net
2025075	stu2025075	stu2025075	Henry	Garcia	6	1	2018-01-05	stu2025075@school.net
2025076	stu2025076	stu2025076	Jack	Davis	6	1	2018-03-03	stu2025076@school.net
2025077	stu2025077	stu2025077	Noah	Smith	6	1	2018-12-12	stu2025077@school.net
2025078	stu2025078	stu2025078	Jack	Williams	6	1	2018-04-24	stu2025078@school.net
2025079	stu2025079	stu2025079	Elijah	Chen	6	1	2018-11-15	stu2025079@school.net
2025080	stu2025080	stu2025080	Asher	Rodriguez	6	1	2018-11-20	stu2025080@school.net
2025081	stu2025081	stu2025081	Henry	Garcia	6	1	2018-11-17	stu2025081@school.net
2025082	stu2025082	stu2025082	Daniel	Miller	6	1	2018-12-05	stu2025082@school.net
2025083	stu2025083	stu2025083	Sebastian	Nguyen	6	1	2018-12-17	stu2025083@school.net
2025084	stu2025084	stu2025084	Ethan	Williams	7	2	2017-11-20	stu2025084@school.net
2025085	stu2025085	stu2025085	Mateo	Johnson	7	2	2017-04-04	stu2025085@school.net
2025086	stu2025086	stu2025086	Henry	Miller	7	2	2017-05-14	stu2025086@school.net
2025087	stu2025087	stu2025087	Ethan	Rodriguez	7	2	2017-05-29	stu2025087@school.net
2025088	stu2025088	stu2025088	Jack	Williams	7	2	2017-07-25	stu2025088@school.net
2025089	stu2025089	stu2025089	Lucas	Rodriguez	7	2	2017-08-31	stu2025089@school.net
2025090	stu2025090	stu2025090	Asher	Jones	7	2	2017-05-07	stu2025090@school.net
2025091	stu2025091	stu2025091	Ethan	Jones	7	2	2017-02-25	stu2025091@school.net
2025092	stu2025092	stu2025092	Daniel	Johnson	7	2	2017-06-30	stu2025092@school.net
2025093	stu2025093	stu2025093	William	Wilson	7	2	2017-05-14	stu2025093@school.net
2025094	stu2025094	stu2025094	Owen	Chen	7	2	2017-01-14	stu2025094@school.net
2025095	stu2025095	stu2025095	Lucas	Davis	7	2	2017-02-26	stu2025095@school.net
2025096	stu2025096	stu2025096	Elijah	Dubois	7	2	2017-09-17	stu2025096@school.net
2025097	stu2025097	stu2025097	Lucas	Johnson	7	2	2017-09-24	stu2025097@school.net
2025098	stu2025098	stu2025098	James	Rodriguez	7	2	2017-03-19	stu2025098@school.net
2025099	stu2025099	stu2025099	William	Johnson	7	2	2017-01-08	stu2025099@school.net
2025100	stu2025100	stu2025100	Liam	Brown	7	2	2017-12-08	stu2025100@school.net
2025101	stu2025101	stu2025101	Owen	Miller	7	2	2017-02-11	stu2025101@school.net
2025102	stu2025102	stu2025102	Daniel	Tanaka	7	2	2017-04-25	stu2025102@school.net
2025103	stu2025103	stu2025103	Owen	Rodriguez	7	2	2017-04-08	stu2025103@school.net
2025104	stu2025104	stu2025104	Ethan	Ivanov	7	2	2017-04-21	stu2025104@school.net
2025105	stu2025105	stu2025105	Daniel	Rodriguez	7	2	2017-11-27	stu2025105@school.net
2025106	stu2025106	stu2025106	Mateo	Garcia	7	2	2017-05-23	stu2025106@school.net
2025107	stu2025107	stu2025107	Benjamin	Wilson	7	2	2017-12-08	stu2025107@school.net
2025108	stu2025108	stu2025108	Oliver	Johnson	7	2	2017-11-20	stu2025108@school.net
2025109	stu2025109	stu2025109	William	Wilson	7	2	2017-05-01	stu2025109@school.net
2025110	stu2025110	stu2025110	Jack	Smith	7	2	2017-06-20	stu2025110@school.net
2025111	stu2025111	stu2025111	Noah	Johnson	7	2	2017-06-11	stu2025111@school.net
2025112	stu2025112	stu2025112	Michael	Wilson	7	2	2017-09-27	stu2025112@school.net
2025113	stu2025113	stu2025113	Levi	Brown	7	2	2017-11-02	stu2025113@school.net
2025114	stu2025114	stu2025114	Levi	Johnson	7	2	2017-12-25	stu2025114@school.net
2025115	stu2025115	stu2025115	Ethan	Smith	7	2	2017-11-25	stu2025115@school.net
2025116	stu2025116	stu2025116	Jack	Nguyen	7	2	2017-01-08	stu2025116@school.net
2025117	stu2025117	stu2025117	Elijah	Miller	7	2	2017-10-24	stu2025117@school.net
2025118	stu2025118	stu2025118	Owen	Rodriguez	7	2	2017-06-20	stu2025118@school.net
2025119	stu2025119	stu2025119	Owen	Jones	7	2	2017-11-24	stu2025119@school.net
2025120	stu2025120	stu2025120	Jack	Wilson	7	2	2017-07-18	stu2025120@school.net
2025121	stu2025121	stu2025121	Owen	Miller	7	2	2017-05-02	stu2025121@school.net
2025122	stu2025122	stu2025122	Alexander	Jones	7	2	2017-03-26	stu2025122@school.net
2025123	stu2025123	stu2025123	Daniel	Almeida	7	2	2017-10-22	stu2025123@school.net
2025124	stu2025124	stu2025124	Liam	Rodriguez	7	2	2017-11-14	stu2025124@school.net
2025125	stu2025125	stu2025125	Michael	Brown	7	2	2017-05-06	stu2025125@school.net
2025126	stu2025126	stu2025126	Sebastian	Brown	7	2	2017-07-01	stu2025126@school.net
2025127	stu2025127	stu2025127	Noah	Garcia	7	2	2017-01-09	stu2025127@school.net
2025128	stu2025128	stu2025128	Ethan	Davis	7	2	2017-05-12	stu2025128@school.net
2025129	stu2025129	stu2025129	Asher	Miller	7	2	2017-10-20	stu2025129@school.net
2025130	stu2025130	stu2025130	Elijah	Garcia	7	2	2017-02-21	stu2025130@school.net
2025131	stu2025131	stu2025131	Oliver	Williams	7	2	2017-10-28	stu2025131@school.net
2025132	stu2025132	stu2025132	Sebastian	Smith	7	2	2017-05-29	stu2025132@school.net
2025133	stu2025133	stu2025133	Jack	Almeida	7	2	2017-03-14	stu2025133@school.net
2025134	stu2025134	stu2025134	Elijah	Miller	7	2	2017-01-08	stu2025134@school.net
2025135	stu2025135	stu2025135	Benjamin	Williams	7	2	2017-07-16	stu2025135@school.net
2025136	stu2025136	stu2025136	Daniel	Davis	7	2	2017-11-11	stu2025136@school.net
2025137	stu2025137	stu2025137	Jack	Johnson	7	2	2017-06-29	stu2025137@school.net
2025138	stu2025138	stu2025138	Elijah	Smith	7	2	2017-11-14	stu2025138@school.net
2025139	stu2025139	stu2025139	Jacob	Davis	7	2	2017-02-24	stu2025139@school.net
2025140	stu2025140	stu2025140	Liam	Davis	7	2	2017-08-22	stu2025140@school.net
2025141	stu2025141	stu2025141	Lucas	Jones	7	2	2017-01-05	stu2025141@school.net
2025142	stu2025142	stu2025142	Michael	Johnson	7	2	2017-01-21	stu2025142@school.net
2025143	stu2025143	stu2025143	Sebastian	Almeida	7	2	2017-02-03	stu2025143@school.net
2025144	stu2025144	stu2025144	Lucas	Garcia	7	2	2017-11-09	stu2025144@school.net
2025145	stu2025145	stu2025145	Sebastian	Wilson	7	2	2017-05-29	stu2025145@school.net
2025146	stu2025146	stu2025146	Asher	Johnson	7	2	2017-04-17	stu2025146@school.net
2025147	stu2025147	stu2025147	Ethan	Wilson	7	2	2017-04-08	stu2025147@school.net
2025148	stu2025148	stu2025148	William	Brown	7	2	2017-06-01	stu2025148@school.net
2025149	stu2025149	stu2025149	Mateo	Miller	7	2	2017-08-02	stu2025149@school.net
2025150	stu2025150	stu2025150	Sebastian	Brown	7	2	2017-12-29	stu2025150@school.net
2025151	stu2025151	stu2025151	Sebastian	Jones	7	2	2017-06-05	stu2025151@school.net
2025152	stu2025152	stu2025152	Oliver	Brown	7	2	2017-12-11	stu2025152@school.net
2025153	stu2025153	stu2025153	Noah	Williams	7	2	2017-10-31	stu2025153@school.net
2025154	stu2025154	stu2025154	Owen	Tanaka	7	2	2017-12-18	stu2025154@school.net
2025155	stu2025155	stu2025155	Lucas	Williams	7	2	2017-01-12	stu2025155@school.net
2025156	stu2025156	stu2025156	Noah	Wilson	7	2	2017-03-31	stu2025156@school.net
2025157	stu2025157	stu2025157	Henry	Miller	7	2	2017-08-18	stu2025157@school.net
2025158	stu2025158	stu2025158	Noah	Smith	7	2	2017-11-14	stu2025158@school.net
2025159	stu2025159	stu2025159	Alexander	Miller	7	2	2017-04-26	stu2025159@school.net
2025160	stu2025160	stu2025160	Noah	Garcia	7	2	2017-02-16	stu2025160@school.net
2025161	stu2025161	stu2025161	Lucas	Garcia	7	2	2017-09-09	stu2025161@school.net
2025162	stu2025162	stu2025162	Liam	Brown	7	2	2017-09-23	stu2025162@school.net
2025163	stu2025163	stu2025163	Michael	Chen	7	2	2017-04-03	stu2025163@school.net
2025164	stu2025164	stu2025164	James	Smith	7	2	2017-01-03	stu2025164@school.net
2025165	stu2025165	stu2025165	Michael	Smith	7	2	2017-05-23	stu2025165@school.net
2025166	stu2025166	stu2025166	Ethan	Miller	7	2	2017-12-26	stu2025166@school.net
2025167	stu2025167	stu2025167	Jacob	Miller	7	2	2017-02-27	stu2025167@school.net
2025168	stu2025168	stu2025168	Lucas	Smith	8	3	2016-06-16	stu2025168@school.net
2025169	stu2025169	stu2025169	Oliver	Brown	8	3	2016-08-17	stu2025169@school.net
2025170	stu2025170	stu2025170	Owen	Wilson	8	3	2016-05-28	stu2025170@school.net
2025171	stu2025171	stu2025171	Levi	Smith	8	3	2016-02-10	stu2025171@school.net
2025172	stu2025172	stu2025172	Daniel	Miller	8	3	2016-12-14	stu2025172@school.net
2025173	stu2025173	stu2025173	Sebastian	Williams	8	3	2016-12-06	stu2025173@school.net
2025174	stu2025174	stu2025174	Lucas	Smith	8	3	2016-09-17	stu2025174@school.net
2025175	stu2025175	stu2025175	Oliver	Chen	8	3	2016-02-06	stu2025175@school.net
2025176	stu2025176	stu2025176	Noah	Ivanov	8	3	2016-08-06	stu2025176@school.net
2025177	stu2025177	stu2025177	Jack	Smith	8	3	2016-07-22	stu2025177@school.net
2025178	stu2025178	stu2025178	Jacob	Rodriguez	8	3	2016-05-11	stu2025178@school.net
2025179	stu2025179	stu2025179	Michael	Garcia	8	3	2016-04-20	stu2025179@school.net
2025180	stu2025180	stu2025180	Liam	Wilson	8	3	2016-01-26	stu2025180@school.net
2025181	stu2025181	stu2025181	Owen	Jones	8	3	2016-10-22	stu2025181@school.net
2025182	stu2025182	stu2025182	Henry	Garcia	8	3	2016-11-11	stu2025182@school.net
2025183	stu2025183	stu2025183	Benjamin	Rodriguez	8	3	2016-03-11	stu2025183@school.net
2025184	stu2025184	stu2025184	Asher	Brown	8	3	2016-03-15	stu2025184@school.net
2025185	stu2025185	stu2025185	Sebastian	Williams	8	3	2016-08-10	stu2025185@school.net
2025186	stu2025186	stu2025186	Michael	Williams	8	3	2016-12-03	stu2025186@school.net
2025187	stu2025187	stu2025187	Jacob	Davis	8	3	2016-12-26	stu2025187@school.net
2025188	stu2025188	stu2025188	Levi	Jones	8	3	2016-09-28	stu2025188@school.net
2025189	stu2025189	stu2025189	Levi	Miller	8	3	2016-02-01	stu2025189@school.net
2025190	stu2025190	stu2025190	James	Davis	8	3	2016-01-27	stu2025190@school.net
